;Pays;Mois;Valeurs;Masse;Longitude;Latitude
2419;Yémen;4;1350473;684087;48.516388;15.552727
2420;Yémen;5;2147216;561455;48.516388;15.552727
2421;Yémen;6;3558558;1345434;48.516388;15.552727
2422;Yémen;7;7735374;3166694;48.516388;15.552727
2423;Yémen;8;2410950;840869;48.516388;15.552727
2424;Yémen;9;4242806;1934083;48.516388;15.552727
2425;Yémen;10;5590937;2684391;48.516388;15.552727
2426;Yémen;11;7034782;3120854;48.516388;15.552727
2427;Yémen;12;3621195;1563169;48.516388;15.552727
2428;Zambie;1;3819535;476371;27.849332;-13.133897
2429;Zambie;2;3128818;249793;27.849332;-13.133897
2430;Zambie;3;2243553;277261;27.849332;-13.133897
2431;Zambie;4;1834529;157956;27.849332;-13.133897
2432;Zambie;5;1386761;130554;27.849332;-13.133897
2433;Zambie;6;2643866;238218;27.849332;-13.133897
2434;Zambie;7;2468506;158951;27.849332;-13.133897
2435;Zambie;8;1702439;126735;27.849332;-13.133897
2436;Zambie;9;1258424;128960;27.849332;-13.133897
2437;Zambie;10;3463225;249665;27.849332;-13.133897
2438;Zambie;11;2015574;276616;27.849332;-13.133897
2439;Zambie;12;2797918;121059;27.849332;-13.133897
2440;Zimbabwe;1;3463099;227311;29.154857;-19.015438
2441;Zimbabwe;2;1631749;195755;29.154857;-19.015438
2442;Zimbabwe;3;1879051;237949;29.154857;-19.015438
2443;Zimbabwe;4;1975344;207012;29.154857;-19.015438
2444;Zimbabwe;5;2116970;206535;29.154857;-19.015438
2445;Zimbabwe;6;3395716;367674;29.154857;-19.015438
2446;Zimbabwe;7;1009218;198327;29.154857;-19.015438
2447;Zimbabwe;8;1090646;417513;29.154857;-19.015438
2448;Zimbabwe;9;594950;27320;29.154857;-19.015438
2449;Zimbabwe;10;1927246;157393;29.154857;-19.015438
2450;Zimbabwe;11;3705376;131172;29.154857;-19.015438
2451;Zimbabwe;12;1308392;205389;29.154857;-19.015438
