;Pays;Mois;Valeurs;Masse;Longitude;Latitude
1968;République tchèque;12;308953107;75524557;15.472962;49.817492
2452;Sahara occidental;4;4566;7282;-12.885834;24.215527
1969;Saint-Kitts-et-Nevis;1;265587;9115;-62.782998;17.357822
1970;Saint-Kitts-et-Nevis;2;350778;33476;-62.782998;17.357822
1971;Saint-Kitts-et-Nevis;3;148693;26765;-62.782998;17.357822
1972;Saint-Kitts-et-Nevis;5;139940;24259;-62.782998;17.357822
1973;Saint-Kitts-et-Nevis;6;113749;14100;-62.782998;17.357822
1974;Saint-Kitts-et-Nevis;7;43290;14978;-62.782998;17.357822
1975;Saint-Kitts-et-Nevis;8;167340;64353;-62.782998;17.357822
1976;Saint-Kitts-et-Nevis;10;150946;9923;-62.782998;17.357822
1977;Saint-Kitts-et-Nevis;11;70521;16589;-62.782998;17.357822
1978;Saint-Kitts-et-Nevis;12;110294;11050;-62.782998;17.357822
1979;Saint-Marin;1;4790537;1793143;12.457777;43.94236
1980;Saint-Marin;2;1277433;327183;12.457777;43.94236
1981;Saint-Marin;3;1943094;835531;12.457777;43.94236
1982;Saint-Marin;4;2043936;1125336;12.457777;43.94236
1983;Saint-Marin;5;1709525;722204;12.457777;43.94236
1984;Saint-Marin;6;1533677;566519;12.457777;43.94236
1985;Saint-Marin;7;2420165;1400093;12.457777;43.94236
1986;Saint-Marin;8;1051242;430796;12.457777;43.94236
1987;Saint-Marin;9;1571604;379873;12.457777;43.94236
1988;Saint-Marin;10;2265923;1168696;12.457777;43.94236
1989;Saint-Marin;11;2006691;1131760;12.457777;43.94236
1990;Saint-Marin;12;871538;177985;12.457777;43.94236
1991;Saint-Pierre-et-Miquelon;1;3625206;553825;-56.27111;46.941936
1992;Saint-Pierre-et-Miquelon;2;2328437;380858;-56.27111;46.941936
1993;Saint-Pierre-et-Miquelon;3;2791569;405484;-56.27111;46.941936
1994;Saint-Pierre-et-Miquelon;4;2767835;383952;-56.27111;46.941936
1995;Saint-Pierre-et-Miquelon;5;2014017;327916;-56.27111;46.941936
1996;Saint-Pierre-et-Miquelon;6;2537996;466704;-56.27111;46.941936
1997;Saint-Pierre-et-Miquelon;7;1961945;331264;-56.27111;46.941936
1998;Saint-Pierre-et-Miquelon;8;2426785;483702;-56.27111;46.941936
1999;Saint-Pierre-et-Miquelon;9;2322721;301848;-56.27111;46.941936
2000;Saint-Pierre-et-Miquelon;10;3281889;572290;-56.27111;46.941936
2001;Saint-Pierre-et-Miquelon;11;2339165;350550;-56.27111;46.941936
2002;Saint-Pierre-et-Miquelon;12;1772948;192379;-56.27111;46.941936
2003;Saint-Vincent-et-les Grenadines;1;1282513;9679304;-61.287228;12.984305
2004;Saint-Vincent-et-les Grenadines;2;184904;144282;-61.287228;12.984305
2005;Saint-Vincent-et-les Grenadines;3;136687;149582;-61.287228;12.984305
2006;Saint-Vincent-et-les Grenadines;4;55594;73272;-61.287228;12.984305
2007;Saint-Vincent-et-les Grenadines;5;231145;91589;-61.287228;12.984305
2008;Saint-Vincent-et-les Grenadines;6;867469;33654;-61.287228;12.984305
2009;Saint-Vincent-et-les Grenadines;7;103413;147230;-61.287228;12.984305
2010;Saint-Vincent-et-les Grenadines;8;111412;81057;-61.287228;12.984305
2011;Saint-Vincent-et-les Grenadines;9;186815;158632;-61.287228;12.984305
2012;Saint-Vincent-et-les Grenadines;10;343798;160325;-61.287228;12.984305
2013;Saint-Vincent-et-les Grenadines;11;1173010;106160;-61.287228;12.984305
2014;Saint-Vincent-et-les Grenadines;12;773929;2102758;-61.287228;12.984305
2015;Sainte-Hélène;11;1;2084;-10.030696;-24.143474
2016;Sainte-Lucie;1;872041;997034;-60.978893;13.909444
2017;Sainte-Lucie;2;1072693;455957;-60.978893;13.909444
2018;Sainte-Lucie;3;641904;920292;-60.978893;13.909444
2019;Sainte-Lucie;4;441900;352006;-60.978893;13.909444
2020;Sainte-Lucie;5;699632;431329;-60.978893;13.909444
2021;Sainte-Lucie;6;774371;884886;-60.978893;13.909444
2022;Sainte-Lucie;7;861267;175483;-60.978893;13.909444
2023;Sainte-Lucie;8;441801;281387;-60.978893;13.909444
2024;Sainte-Lucie;9;631174;196977;-60.978893;13.909444
2025;Sainte-Lucie;10;533129;150063;-60.978893;13.909444
2026;Sainte-Lucie;11;785250;330496;-60.978893;13.909444
2027;Sainte-Lucie;12;553017;3217858;-60.978893;13.909444
2028;Samoa;1;15174;527;-172.104629;-13.759029
2029;Samoa;2;565;96;-172.104629;-13.759029
2030;Samoa;3;14905;500;-172.104629;-13.759029
2031;Samoa;5;14905;500;-172.104629;-13.759029
2032;Samoa;6;36042;1008;-172.104629;-13.759029
2033;Samoa;7;20942;4930;-172.104629;-13.759029
2034;Samoa;10;29809;1000;-172.104629;-13.759029
2035;Samoa;11;29811;1000;-172.104629;-13.759029
2036;Samoa;12;31941;75030;-172.104629;-13.759029
2037;Samoa américaines;7;20253;35;-170.132217;-14.270972
2038;Samoa américaines;9;1095;22;-170.132217;-14.270972
2039;Samoa américaines;11;80203;56060;-170.132217;-14.270972
2040;Samoa américaines;12;192597;50431;-170.132217;-14.270972
2041;Sao Tomé-et-Principe;1;32424;48280;6.613081;0.18636
2042;Sao Tomé-et-Principe;2;406074;112076;6.613081;0.18636
2043;Sao Tomé-et-Principe;3;64848;20780;6.613081;0.18636
2044;Sao Tomé-et-Principe;4;20570;9374;6.613081;0.18636
2045;Sao Tomé-et-Principe;5;165630;60721;6.613081;0.18636
2046;Sao Tomé-et-Principe;6;109642;18791;6.613081;0.18636
2047;Sao Tomé-et-Principe;7;450330;75231;6.613081;0.18636
2048;Sao Tomé-et-Principe;8;39153;19676;6.613081;0.18636
2049;Sao Tomé-et-Principe;9;179931;32312;6.613081;0.18636
2050;Sao Tomé-et-Principe;10;192232;45255;6.613081;0.18636
2051;Sao Tomé-et-Principe;11;171023;35952;6.613081;0.18636
2052;Sao Tomé-et-Principe;12;23012;62114;6.613081;0.18636
2053;Seychelles;1;7693117;1623171;55.491977;-4.679574
2054;Seychelles;2;3329522;494022;55.491977;-4.679574
2055;Seychelles;3;3786987;713236;55.491977;-4.679574
2056;Seychelles;4;4270802;604862;55.491977;-4.679574
2057;Seychelles;5;3225621;425073;55.491977;-4.679574
2058;Seychelles;6;5062824;1084598;55.491977;-4.679574
2059;Seychelles;7;4772483;902399;55.491977;-4.679574
2060;Seychelles;8;5898322;2873956;55.491977;-4.679574
2061;Seychelles;9;6215666;3260977;55.491977;-4.679574
2062;Seychelles;10;3996834;797394;55.491977;-4.679574
2063;Seychelles;11;6019000;2049362;55.491977;-4.679574
2064;Seychelles;12;10008267;4510070;55.491977;-4.679574
2065;Sierra Leone;1;1530052;635205;-11.779889;8.460555
2066;Sierra Leone;2;546874;154451;-11.779889;8.460555
2067;Sierra Leone;3;1190455;402999;-11.779889;8.460555
2068;Sierra Leone;4;3059310;8836400;-11.779889;8.460555
2069;Sierra Leone;5;516274;229137;-11.779889;8.460555
2070;Sierra Leone;6;800413;291195;-11.779889;8.460555
2071;Sierra Leone;7;415195;96151;-11.779889;8.460555
2072;Sierra Leone;8;3194496;7393951;-11.779889;8.460555
2073;Sierra Leone;9;938094;148208;-11.779889;8.460555
2074;Sierra Leone;10;2107280;926321;-11.779889;8.460555
2075;Sierra Leone;11;1097068;908526;-11.779889;8.460555
2076;Sierra Leone;12;1408676;172075;-11.779889;8.460555
2077;Singapour;1;992476922;73816081;103.819836;1.352083
2078;Singapour;2;761767616;37538505;103.819836;1.352083
2079;Singapour;3;508145601;27580139;103.819836;1.352083
2080;Singapour;4;652601695;29134242;103.819836;1.352083
2081;Singapour;5;446475114;30652074;103.819836;1.352083
2082;Singapour;6;735596596;28816364;103.819836;1.352083
2083;Singapour;7;789335605;31354271;103.819836;1.352083
2084;Singapour;8;500417505;24417272;103.819836;1.352083
2085;Singapour;9;714543200;26997752;103.819836;1.352083
2086;Singapour;10;878618733;32074758;103.819836;1.352083
2087;Singapour;11;910777267;28705700;103.819836;1.352083
2088;Singapour;12;806897184;63516733;103.819836;1.352083
2089;Slovaquie;1;505886618;104157659;19.699024;48.669026
2090;Slovaquie;2;239108936;50120425;19.699024;48.669026
2091;Slovaquie;3;251839932;56207028;19.699024;48.669026
2092;Slovaquie;4;245613100;49561407;19.699024;48.669026
2093;Slovaquie;5;244021221;55377483;19.699024;48.669026
2094;Slovaquie;6;251044377;57697286;19.699024;48.669026
2095;Slovaquie;7;212877971;40855212;19.699024;48.669026
2096;Slovaquie;8;163687337;39736523;19.699024;48.669026
2097;Slovaquie;9;223779298;41332859;19.699024;48.669026
2098;Slovaquie;10;269193852;55160583;19.699024;48.669026
2099;Slovaquie;11;263208921;56173826;19.699024;48.669026
2100;Slovaquie;12;194256418;35155915;19.699024;48.669026
2101;Slovénie;1;191498531;41915919;14.995463;46.151241
2102;Slovénie;2;84730944;19031761;14.995463;46.151241
2103;Slovénie;3;100289542;21972894;14.995463;46.151241
2104;Slovénie;4;82781585;18947921;14.995463;46.151241
2105;Slovénie;5;87326355;20982734;14.995463;46.151241
2106;Slovénie;6;90022834;20841728;14.995463;46.151241
2107;Slovénie;7;87400413;19312079;14.995463;46.151241
2108;Slovénie;8;51776831;12924211;14.995463;46.151241
2109;Slovénie;9;83287235;17589492;14.995463;46.151241
2110;Slovénie;10;84938056;19022114;14.995463;46.151241
2111;Slovénie;11;89652373;18536774;14.995463;46.151241
2112;Slovénie;12;85927140;22065590;14.995463;46.151241
2113;Somalie;1;1451366;371279;46.199616;5.152149
2114;Somalie;2;302148;58845;46.199616;5.152149
2115;Somalie;3;2148811;875334;46.199616;5.152149
2116;Somalie;4;389649;59533;46.199616;5.152149
2117;Somalie;5;630118;181158;46.199616;5.152149
2118;Somalie;6;1082896;68978;46.199616;5.152149
2119;Somalie;7;807440;352923;46.199616;5.152149
2120;Somalie;8;1083899;339916;46.199616;5.152149
2121;Somalie;9;3000846;1052536;46.199616;5.152149
2122;Somalie;10;3216532;1241660;46.199616;5.152149
2123;Somalie;11;638011;128402;46.199616;5.152149
2124;Somalie;12;1988770;731540;46.199616;5.152149
2125;Soudan, République du;1;9547257;1169425;30.217636;12.862807
2126;Soudan, République du;2;4025598;443675;30.05489;7.2653861
2127;Soudan, République du;3;6227440;801819;30.217636;12.862807
2128;Soudan, République du;4;4061979;327772;30.217636;12.862807
2129;Soudan, République du;5;6403382;569853;30.217636;12.862807
2130;Soudan, République du;6;19945821;6745813;30.217636;12.862807
2131;Soudan, République du;7;5769548;1237411;30.217636;12.862807
2132;Soudan, République du;8;6861581;1572181;30.217636;12.862807
2133;Soudan, République du;9;4904624;654734;30.217636;12.862807
2134;Soudan, République du;10;5569274;579673;30.05489;7.2653861
2135;Soudan, République du;11;5796256;1218473;30.217636;12.862807
2136;Soudan, République du;12;5031582;895896;30.217636;12.862807
2137;Sri Lanka;1;31710413;9280508;80.771797;7.873054
2138;Sri Lanka;2;9306517;1128130;80.771797;7.873054
2139;Sri Lanka;3;11329719;896528;80.771797;7.873054
2140;Sri Lanka;4;4934928;759604;80.771797;7.873054
2141;Sri Lanka;5;7096442;844397;80.771797;7.873054
2142;Sri Lanka;6;8568796;1160180;80.771797;7.873054
2143;Sri Lanka;7;11172939;2411390;80.771797;7.873054
2144;Sri Lanka;8;8458810;878612;80.771797;7.873054
2145;Sri Lanka;9;7249793;1003652;80.771797;7.873054
2146;Sri Lanka;10;13429923;2805449;80.771797;7.873054
2147;Sri Lanka;11;6834473;2064079;80.771797;7.873054
2148;Sri Lanka;12;9885357;1688120;80.771797;7.873054
2149;Suisse;1;2349070343;1005724458;8.227512;46.818188
2150;Suisse;2;1133970826;651254533;8.227512;46.818188
2151;Suisse;3;1563215210;742240292;8.227512;46.818188
2152;Suisse;4;1144053879;715430431;8.227512;46.818188
2153;Suisse;5;1431175390;746371092;8.227512;46.818188
2154;Suisse;6;1444962409;760656680;8.227512;46.818188
2155;Suisse;7;1776145180;740874020;8.227512;46.818188
2156;Suisse;8;1029277370;651376589;8.227512;46.818188
2157;Suisse;9;1138503438;668848646;8.227512;46.818188
2158;Suisse;10;1432701941;843697781;8.227512;46.818188
2159;Suisse;11;1236036691;692723321;8.227512;46.818188
2160;Suisse;12;1191769982;560781896;8.227512;46.818188
2161;Suriname;1;2547155;890583;-56.027783;3.919305
2162;Suriname;2;1777559;368806;-56.027783;3.919305
2163;Suriname;3;1023983;319864;-56.027783;3.919305
2164;Suriname;4;907321;420763;-56.027783;3.919305
2165;Suriname;5;1151724;469894;-56.027783;3.919305
2166;Suriname;6;449948;302811;-56.027783;3.919305
2167;Suriname;7;1049598;310912;-56.027783;3.919305
2168;Suriname;8;1379943;365806;-56.027783;3.919305
2169;Suriname;9;220125;125246;-56.027783;3.919305
2170;Suriname;10;2289543;2188944;-56.027783;3.919305
2171;Suriname;11;967745;435957;-56.027783;3.919305
2172;Suriname;12;434867;151724;-56.027783;3.919305
2173;Suède;1;852100360;289204943;18.643501;60.128161
2174;Suède;2;391299072;139739523;18.643501;60.128161
2175;Suède;3;473413652;161827346;18.643501;60.128161
2176;Suède;4;434156685;135934394;18.643501;60.128161
2177;Suède;5;456104283;144428708;18.643501;60.128161
2178;Suède;6;506795437;156690481;18.643501;60.128161
2179;Suède;7;328560638;112490115;18.643501;60.128161
2180;Suède;8;372271946;130276378;18.643501;60.128161
2181;Suède;9;389732469;122228565;18.643501;60.128161
2182;Suède;10;473752193;141748210;18.643501;60.128161
2183;Suède;11;471837746;151706268;18.643501;60.128161
2184;Suède;12;363409861;119737140;18.643501;60.128161
2185;Swaziland;1;183106;3193;31.465866;-26.522503
2186;Swaziland;2;144831;60643;31.465866;-26.522503
2187;Swaziland;3;381056;23215;31.465866;-26.522503
2188;Swaziland;4;210126;43522;31.465866;-26.522503
2189;Swaziland;5;61062;25050;31.465866;-26.522503
2190;Swaziland;6;3621079;1712692;31.465866;-26.522503
2191;Swaziland;7;219587;39020;31.465866;-26.522503
2192;Swaziland;8;112924;44831;31.465866;-26.522503
2193;Swaziland;9;288219;70881;31.465866;-26.522503
2194;Swaziland;10;272919;104661;31.465866;-26.522503
2195;Swaziland;11;88822;14956;31.465866;-26.522503
2196;Swaziland;12;292197;60806;31.465866;-26.522503
2197;Sénégal;1;129315327;53684373;-14.452362;14.497401
2198;Sénégal;2;57431958;26022959;-14.452362;14.497401
2199;Sénégal;3;73701094;44704370;-14.452362;14.497401
2200;Sénégal;4;59394750;24859768;-14.452362;14.497401
2201;Sénégal;5;80388374;51935765;-14.452362;14.497401
2202;Sénégal;6;67691732;22552432;-14.452362;14.497401
2203;Sénégal;7;57981209;24929973;-14.452362;14.497401
2204;Sénégal;8;51674543;22258089;-14.452362;14.497401
2205;Sénégal;9;44908697;17111466;-14.452362;14.497401
2206;Sénégal;10;90863914;61459810;-14.452362;14.497401
2207;Sénégal;11;81358922;43376101;-14.452362;14.497401
2208;Sénégal;12;75851361;37713544;-14.452362;14.497401
2209;Tadjikistan;1;412390;48596;71.276093;38.861034
2210;Tadjikistan;2;709353;25879;71.276093;38.861034
2211;Tadjikistan;3;257400;21672;71.276093;38.861034
2212;Tadjikistan;4;454562;53338;71.276093;38.861034
2213;Tadjikistan;5;315196;16271;71.276093;38.861034
2214;Tadjikistan;6;767230;33399;71.276093;38.861034
2215;Tadjikistan;7;697404;38036;71.276093;38.861034
2216;Tadjikistan;8;340913;32413;71.276093;38.861034
2217;Tadjikistan;9;635298;133804;71.276093;38.861034
2218;Tadjikistan;10;805469;39774;71.276093;38.861034
2219;Tadjikistan;11;2118053;66375;71.276093;38.861034
2220;Tadjikistan;12;201455;3134;71.276093;38.861034
2221;Tanzanie, République-Unie de;1;11406332;4941617;34.888822;-6.369028
2222;Tanzanie, République-Unie de;2;5970799;3402497;34.888822;-6.369028
2223;Tanzanie, République-Unie de;3;4750037;2524675;34.888822;-6.369028
2224;Tanzanie, République-Unie de;4;4811988;4621909;34.888822;-6.369028
2225;Tanzanie, République-Unie de;5;3101433;2280812;34.888822;-6.369028
2226;Tanzanie, République-Unie de;6;3417645;1071191;34.888822;-6.369028
2227;Tanzanie, République-Unie de;7;8235337;2525610;34.888822;-6.369028
2228;Tanzanie, République-Unie de;8;5015934;1184232;34.888822;-6.369028
2229;Tanzanie, République-Unie de;9;41398544;1622159;34.888822;-6.369028
2230;Tanzanie, République-Unie de;10;5690289;2872099;34.888822;-6.369028
2231;Tanzanie, République-Unie de;11;41763446;2146858;34.888822;-6.369028
2232;Tanzanie, République-Unie de;12;8376251;2379654;34.888822;-6.369028
2233;Taïwan, Chine;1;402599848;32923622;120.960515;23.69781
2234;Taïwan, Chine;2;113197844;14030891;120.960515;23.69781
2235;Taïwan, Chine;3;247345073;17089092;120.960515;23.69781
2236;Taïwan, Chine;4;111565766;16852561;120.960515;23.69781
2237;Taïwan, Chine;5;114026291;16200671;120.960515;23.69781
2238;Taïwan, Chine;6;277696916;21772117;120.960515;23.69781
2239;Taïwan, Chine;7;161364847;14654271;120.960515;23.69781
2240;Taïwan, Chine;8;169041103;14611574;120.960515;23.69781
2241;Taïwan, Chine;9;132222401;16262575;120.960515;23.69781
2242;Taïwan, Chine;10;287475663;20137496;120.960515;23.69781
2243;Taïwan, Chine;11;152920969;18904759;120.960515;23.69781
2244;Taïwan, Chine;12;134938224;13240548;120.960515;23.69781
2245;Tchad;1;9545683;2181345;18.732207;15.454166
2246;Tchad;2;4981782;2090564;18.732207;15.454166
2247;Tchad;3;6773066;1913708;18.732207;15.454166
2248;Tchad;4;3794744;1079994;18.732207;15.454166
2249;Tchad;5;7925154;2667266;18.732207;15.454166
2250;Tchad;6;9655861;2057215;18.732207;15.454166
2251;Tchad;7;7875152;1670158;18.732207;15.454166
2252;Tchad;8;5650581;1184189;18.732207;15.454166
2253;Tchad;9;5631576;1357990;18.732207;15.454166
2254;Tchad;10;7822116;2505131;18.732207;15.454166
2255;Tchad;11;7051372;1465368;18.732207;15.454166
2256;Tchad;12;4783127;975065;18.732207;15.454166
2257;Thaïlande;1;301129498;50785702;100.992541;15.870032
2258;Thaïlande;2;325415275;24583366;100.992541;15.870032
2259;Thaïlande;3;201377247;24065543;100.992541;15.870032
2260;Thaïlande;4;90193596;23491760;100.992541;15.870032
2261;Thaïlande;5;227629357;22035172;100.992541;15.870032
2262;Thaïlande;6;94829241;25477549;100.992541;15.870032
2263;Thaïlande;7;107354187;25705104;100.992541;15.870032
2264;Thaïlande;8;90285383;26140678;100.992541;15.870032
2265;Thaïlande;9;118076420;26701989;100.992541;15.870032
2266;Thaïlande;10;104097018;33112122;100.992541;15.870032
2267;Thaïlande;11;153341175;29412200;100.992541;15.870032
2268;Thaïlande;12;139211701;38307663;100.992541;15.870032
2269;Timor-Leste;1;131131;71;125.727539;-8.874217
2270;Timor-Leste;2;237828;198;125.727539;-8.874217
2271;Timor-Leste;3;256225;14795;125.727539;-8.874217
2272;Timor-Leste;4;65151;229;125.727539;-8.874217
2273;Timor-Leste;5;39443;1007;125.727539;-8.874217
2274;Timor-Leste;6;201576;881;125.727539;-8.874217
2275;Timor-Leste;7;789703;12906;125.727539;-8.874217
2276;Timor-Leste;8;29600;50;125.727539;-8.874217
2277;Timor-Leste;9;22282;7;125.727539;-8.874217
2278;Timor-Leste;10;58506;4930;125.727539;-8.874217
2279;Timor-Leste;11;758115;1555;125.727539;-8.874217
2280;Timor-Leste;12;185372;124;125.727539;-8.874217
2281;Togo;1;27861337;15538748;0.824782;8.619543
2282;Togo;2;17072802;9412634;0.824782;8.619543
2283;Togo;3;14532793;5371835;0.824782;8.619543
2284;Togo;4;14097670;5098810;0.824782;8.619543
2285;Togo;5;14662649;6575668;0.824782;8.619543
2286;Togo;6;33364619;44765410;0.824782;8.619543
2287;Togo;7;17105226;47748435;0.824782;8.619543
2288;Togo;8;12190036;5198248;0.824782;8.619543
2289;Togo;9;12365374;6320408;0.824782;8.619543
2290;Togo;10;13694451;5291384;0.824782;8.619543
2291;Togo;11;16770803;6716518;0.824782;8.619543
2292;Togo;12;55939566;100875843;0.824782;8.619543
2293;Tokélaou;1;56172;446;-171.855881;-8.967363
2294;Tokélaou;4;151;0;-171.855881;-8.967363
2295;Tokélaou;5;75414;28899;-171.855881;-8.967363
2296;Tokélaou;7;18806;850;-171.855881;-8.967363
2297;Tokélaou;9;15339;21150;-171.855881;-8.967363
2298;Tokélaou;10;2655;50;-171.855881;-8.967363
2299;Tonga;1;11220;607;-175.198242;-21.178986
2300;Tonga;2;2898;67;-175.198242;-21.178986
2301;Tonga;4;413;23;-175.198242;-21.178986
2302;Tonga;5;8020;1330;-175.198242;-21.178986
2303;Tonga;7;3600;702;-175.198242;-21.178986
2304;Tonga;8;1934;180;-175.198242;-21.178986
2305;Tonga;9;503347;7035;-175.198242;-21.178986
2306;Tonga;10;2255818;94140;-175.198242;-21.178986
2307;Tonga;12;55281;5845;-175.198242;-21.178986
2308;Trinité-et-Tobago;1;6066777;697953;-61.222503;10.691803
2309;Trinité-et-Tobago;2;1887497;366547;-61.222503;10.691803
2310;Trinité-et-Tobago;3;1824974;414658;-61.222503;10.691803
2311;Trinité-et-Tobago;4;2441372;379638;-61.222503;10.691803
2312;Trinité-et-Tobago;5;2168872;340273;-61.222503;10.691803
2313;Trinité-et-Tobago;6;2795998;320097;-61.222503;10.691803
2314;Trinité-et-Tobago;7;2065651;316622;-61.222503;10.691803
2315;Trinité-et-Tobago;8;2505141;560919;-61.222503;10.691803
2316;Trinité-et-Tobago;9;1690432;358641;-61.222503;10.691803
2317;Trinité-et-Tobago;10;3212769;397239;-61.222503;10.691803
2318;Trinité-et-Tobago;11;1591645;203566;-61.222503;10.691803
2319;Trinité-et-Tobago;12;3694209;2870801;-61.222503;10.691803
2320;Tunisie;1;508005505;194822588;9.537499;33.886917
2321;Tunisie;2;269869048;141045214;9.537499;33.886917
2322;Tunisie;3;342299812;166212424;9.537499;33.886917
2323;Tunisie;4;279628187;142443184;9.537499;33.886917
2324;Tunisie;5;290096429;125841416;9.537499;33.886917
2325;Tunisie;6;304591545;103876041;9.537499;33.886917
2326;Tunisie;7;253072630;43887973;9.537499;33.886917
2327;Tunisie;8;206676919;73258864;9.537499;33.886917
2328;Tunisie;9;232873532;45743011;9.537499;33.886917
2329;Tunisie;10;314574035;96150346;9.537499;33.886917
2330;Tunisie;11;289689039;138510889;9.537499;33.886917
2331;Tunisie;12;245339125;82754868;9.537499;33.886917
2332;Turkménistan;1;6204977;1517272;59.556278;38.969719
2333;Turkménistan;2;1528241;83477;59.556278;38.969719
2334;Turkménistan;3;6243064;228984;59.556278;38.969719
2335;Turkménistan;4;11058398;1230697;59.556278;38.969719
2336;Turkménistan;5;15171888;2005169;59.556278;38.969719
2337;Turkménistan;6;14025121;1917709;59.556278;38.969719
2338;Turkménistan;7;8546796;1142795;59.556278;38.969719
2339;Turkménistan;8;3023037;572946;59.556278;38.969719
2340;Turkménistan;9;3389073;329146;59.556278;38.969719
2341;Turkménistan;10;2179963;516381;59.556278;38.969719
2342;Turkménistan;11;5336326;1236521;59.556278;38.969719
2343;Turkménistan;12;4200821;1215890;59.556278;38.969719
2344;Turquie;1;928113980;447916276;35.243322;38.963745
2345;Turquie;2;473195451;174011950;35.243322;38.963745
2346;Turquie;3;613841272;281599187;35.243322;38.963745
2347;Turquie;4;542536822;212098931;35.243322;38.963745
2348;Turquie;5;529345115;224659508;35.243322;38.963745
2349;Turquie;6;707815557;230804724;35.243322;38.963745
2350;Turquie;7;575095987;230384734;35.243322;38.963745
2351;Turquie;8;331285374;160323164;35.243322;38.963745
2352;Turquie;9;383917458;250297879;35.243322;38.963745
2353;Turquie;10;410355519;154381601;35.243322;38.963745
2354;Turquie;11;410780570;153989860;35.243322;38.963745
2355;Turquie;12;381213934;198780691;35.243322;38.963745
2356;Ukraine;1;192054367;25199127;31.16558;48.379433
2357;Ukraine;2;95626526;13865398;31.16558;48.379433
2358;Ukraine;3;94732627;21355716;31.16558;48.379433
2359;Ukraine;4;60166345;10004226;31.16558;48.379433
2360;Ukraine;5;50487482;8564706;31.16558;48.379433
2361;Ukraine;6;51044520;8773997;31.16558;48.379433
2362;Ukraine;7;62666037;9819688;31.16558;48.379433
2363;Ukraine;8;63694718;9807674;31.16558;48.379433
2364;Ukraine;9;55864336;9511293;31.16558;48.379433
2365;Ukraine;10;82744736;11737260;31.16558;48.379433
2366;Ukraine;11;69616348;10888752;31.16558;48.379433
2367;Ukraine;12;92007397;14676744;31.16558;48.379433
2368;Uruguay;1;24384527;3759326;-55.765835;-32.522779
2369;Uruguay;2;15664099;2282230;-55.765835;-32.522779
2370;Uruguay;3;13269201;3483150;-55.765835;-32.522779
2371;Uruguay;4;13332371;1357025;-55.765835;-32.522779
2372;Uruguay;5;15190099;3785518;-55.765835;-32.522779
2373;Uruguay;6;17447449;2060987;-55.765835;-32.522779
2374;Uruguay;7;13150752;2291782;-55.765835;-32.522779
2375;Uruguay;8;15085138;1998598;-55.765835;-32.522779
2376;Uruguay;9;16289481;18056417;-55.765835;-32.522779
2377;Uruguay;10;15063327;2659711;-55.765835;-32.522779
2378;Uruguay;11;10828492;1423592;-55.765835;-32.522779
2379;Uruguay;12;13158409;1406411;-55.765835;-32.522779
2380;Vanuatu;1;633347;138136;166.959158;-15.376706
2381;Vanuatu;2;572198;84271;166.959158;-15.376706
2382;Vanuatu;3;279477;61025;166.959158;-15.376706
2383;Vanuatu;4;428045;140146;166.959158;-15.376706
2384;Vanuatu;5;316563;87837;166.959158;-15.376706
2385;Vanuatu;6;700476;111711;166.959158;-15.376706
2386;Vanuatu;7;773896;143470;166.959158;-15.376706
2387;Vanuatu;8;783877;188521;166.959158;-15.376706
2388;Vanuatu;9;321566;76830;166.959158;-15.376706
2389;Vanuatu;10;498464;132989;166.959158;-15.376706
2390;Vanuatu;11;449686;121890;166.959158;-15.376706
2391;Vanuatu;12;646655;123604;166.959158;-15.376706
2392;Venezuela, Rép. bolivarienne du;1;7066828;3757987;-66.58973;6.42375
2393;Venezuela, Rép. bolivarienne du;2;3766472;4576946;-66.58973;6.42375
2394;Venezuela, Rép. bolivarienne du;3;2260673;190724;-66.58973;6.42375
2395;Venezuela, Rép. bolivarienne du;4;2007375;326611;-66.58973;6.42375
2396;Venezuela, Rép. bolivarienne du;5;1303806;143735;-66.58973;6.42375
2397;Venezuela, Rép. bolivarienne du;6;2203318;211229;-66.58973;6.42375
2398;Venezuela, Rép. bolivarienne du;7;1370915;305498;-66.58973;6.42375
2399;Venezuela, Rép. bolivarienne du;8;1161762;145048;-66.58973;6.42375
2400;Venezuela, Rép. bolivarienne du;9;1025865;250780;-66.58973;6.42375
2401;Venezuela, Rép. bolivarienne du;10;1617270;265266;-66.58973;6.42375
2402;Venezuela, Rép. bolivarienne du;11;1613255;97360;-66.58973;6.42375
2403;Venezuela, Rép. bolivarienne du;12;2635377;96632;-66.58973;6.42375
2404;Viet Nam;1;196808746;48374609;108.277199;14.058324
2405;Viet Nam;2;58838209;19212798;108.277199;14.058324
2406;Viet Nam;3;208591254;30600824;108.277199;14.058324
2407;Viet Nam;4;195174246;29113013;108.277199;14.058324
2408;Viet Nam;5;66252035;23113791;108.277199;14.058324
2409;Viet Nam;6;92590336;30289380;108.277199;14.058324
2410;Viet Nam;7;80146627;37728360;108.277199;14.058324
2411;Viet Nam;8;70926293;29758401;108.277199;14.058324
2412;Viet Nam;9;76184750;24917028;108.277199;14.058324
2413;Viet Nam;10;95275164;30266363;108.277199;14.058324
2414;Viet Nam;11;78402450;32668875;108.277199;14.058324
2415;Viet Nam;12;79982720;24849364;108.277199;14.058324
2416;Yémen;1;28809054;2271099;48.516388;15.552727
2417;Yémen;2;2304920;1431675;48.516388;15.552727
2418;Yémen;3;5500945;2812326;48.516388;15.552727
